Term CValue
"account valid time" 2.8903717578961645
"simplified version" 2.8903717578961645
"addition operation" 2.8903717578961645
"time box structure" 2.8903717578961645
"further refinement" 2.8903717578961645
"further classifies" 2.8903717578961645
wwww3org200403trix 2.8903717578961645
"relevant relations" 2.8903717578961645
"realworld entities" 2.8903717578961645
"terms of semantics" 2.8903717578961645
"relativist bseries" 2.8903717578961645
"xsd datetime value" 2.8903717578961645
"timeinterval exist" 2.8903717578961645
"extracted features" 2.8903717578961645
"zeit und kontinuum" 2.8903717578961645
"theoretical issues" 2.8903717578961645
"theories intervals" 2.8903717578961645
"first order theory" 2.8903717578961645
"reification in owl" 2.8903717578961645
"time by  ermolayev" 2.8903717578961645
"timequantity class" 2.8903717578961645
"range timeinterval" 2.8903717578961645
temporalstufftypes 2.8903717578961645
"research in logics" 2.8903717578961645
"temporal qualities" 2.8903717578961645
"harvard university" 2.8903717578961645
"er model semantics" 2.8903717578961645
"requested features" 2.8903717578961645
"working day period" 2.8903717578961645
"additional objects" 2.8903717578961645
"top of owl classes" 2.8903717578961645
"temporal sequences" 2.8903717578961645
"temporal unit type" 2.8903717578961645
"exact relationship" 2.8903717578961645
"timeinterval class" 2.8903717578961645
"example  schreiber" 2.8903717578961645
"general philosophy" 2.8903717578961645
temporalstructures 2.8903717578961645
"general case  renz" 2.8903717578961645
"range of validtime" 2.8903717578961645
"property labelling" 2.8903717578961645
"sampling frequency" 2.8903717578961645
startingintervalfn 2.8903717578961645
"mathematical sense" 2.8903717578961645
"arbitrary duration" 2.8903717578961645
"basic time element" 2.8903717578961645
"particular purpose" 2.8903717578961645
"absolutist aseries" 2.8903717578961645
lowerboundduration 2.8903717578961645
"logical frameworks" 2.8903717578961645
"logical foundation" 2.8903717578961645
"appropriate method" 2.8903717578961645
"periodic intervals" 2.8903717578961645
"uk national centre" 2.8903717578961645
"successor function" 2.8903717578961645
dynamictimewarping 2.8903717578961645
"level of operation" 2.8903717578961645
"language resources" 2.8903717578961645
"time of occurrence" 2.8903717578961645
"validity intervals" 2.8903717578961645
"different flavours" 2.8903717578961645
"compound construct" 2.8903717578961645
pirsesga2013612551 2.8903717578961645
"supported language" 2.8903717578961645
"composition tables" 2.8903717578961645
"better performance" 2.8903717578961645
"sentiment analysis" 2.8903717578961645
"ontology languages" 2.8903717578961645
"continuous domains" 2.8903717578961645
"ontolingua library" 2.8903717578961645
"only time elements" 2.8903717578961645
"similar predicates" 2.8903717578961645
"contexts of change" 2.8903717578961645
"significant impact" 2.8903717578961645
"ordering of events" 2.8903717578961645
"significant aspect" 2.8903717578961645
"uncertain interval" 2.8903717578961645
"sorts of relations" 2.8903717578961645
"notre dame journal" 2.8903717578961645
"several ontologies" 2.8903717578961645
"new rdf blank node" 2.8903717578961645
"new class worksfor" 2.8903717578961645
"special time point" 2.8903717578961645
"natural scientists" 2.8903717578961645
"constraint calculi" 2.8903717578961645
"unique predecessor" 2.8903717578961645
"current time point" 2.8903717578961645
"owl representation" 2.8903717578961645
"specific instances" 2.8903717578961645
"sequence of events" 2.8903717578961645
"different versions" 2.8903717578961645
"kconsistency means" 2.8903717578961645
"22 time difference" 2.8903717578961645
"complexity results" 2.8903717578961645
"information mining" 2.8903717578961645
"temporal deadlines" 2.8903717578961645
"information in owl" 2.8903717578961645
"temporal dimension" 2.8903717578961645
"infinite sequences" 2.8903717578961645
"primitive concepts" 2.8903717578961645
"primitive elements" 2.8903717578961645
"primitive entities" 2.8903717578961645
"individual quality" 2.8903717578961645
"time granularities" 2.8903717578961645
"indexing mechanism" 2.8903717578961645
"temporal databases" 2.8903717578961645
"proceedings papers" 2.8903717578961645
"temporal formalism" 2.8903717578961645
"cohesive structure" 2.8903717578961645
" temporal location" 2.8903717578961645
"cognitive sciences" 2.8903717578961645
"important features" 2.8903717578961645
"proper subinterval" 2.8903717578961645
"ijcai2001 workshop" 2.8903717578961645
"process management" 2.8903717578961645
"predecessor of owl" 2.8903717578961645
"things with extent" 2.8903717578961645
"broadest diversity" 2.8903717578961645
"temporal asymmetry" 2.8903717578961645
"time in ontologies" 2.8903717578961645
"intended semantics" 2.8903717578961645
"potential coverage" 2.8903717578961645
"temporal behaviour" 2.8903717578961645
"inverse properties" 2.8903717578961645
"disjoint relations" 2.8903717578961645
"possible histories" 2.8903717578961645
"transitive closure" 2.8903717578961645
allens 2.8457356275974988
"point of validity" 2.8332133440562162
"various relations" 2.8332133440562162
"table4the summary" 2.8332133440562162
"intervals of time" 2.8332133440562162
"european workshop" 2.8332133440562162
"qualitative terms" 2.8332133440562162
"olga tatarintseva" 2.8332133440562162
"similar mechanism" 2.8332133440562162
"annotation  udrea" 2.8332133440562162
"complexity bounds" 2.8332133440562162
"different aspects" 2.8332133440562162
"lack of certainty" 2.8332133440562162
"process modelling" 2.8332133440562162
"binary properties" 2.8332133440562162
"19 temporal slice" 2.8332133440562162
"support operators" 2.8332133440562162
" temporal instant" 2.8332133440562162
"temporal space eg" 2.8332133440562162
"class granularity" 2.8332133440562162
"grigoris antoniou" 2.8332133440562162
"analogue timeline" 2.8332133440562162
"event occurrences" 2.8332133440562162
"boost in research" 2.8332133440562162
"direction of time" 2.8332133440562162
"worksfor relation" 2.8332133440562162
"fig2the influence" 2.8332133440562162
"highimpact papers" 2.8332133440562162
"temporal property" 2.8332133440562162
"entry subontology" 2.8332133440562162
"ontology dynamics" 2.8332133440562162
"temporal distance" 2.8332133440562162
"entire collection" 2.8332133440562162
"single time point" 2.8332133440562162
"infinite interval" 2.8332133440562162
"infinite elements" 2.8332133440562162
"temporal ordering" 2.8332133440562162
"single attributes" 2.8332133440562162
"dynamical systems" 2.8332133440562162
"theory postulates" 2.8332133440562162
"temporal concepts" 2.8332133440562162
"proton  papadakis" 2.8332133440562162
"dynamic behaviour" 2.8332133440562162
"tl temporal logic" 2.8332133440562162
"positions in time" 2.8332133440562162
"positive infinity" 2.8332133440562162
"time in databases" 2.8332133440562162
"votebased metrics" 2.8332133440562162
"open descriptions" 2.8332133440562162
"wonderweb project" 2.8332133440562162
"wonderweb library" 2.8332133440562162
"ontology versions" 2.8332133440562162
"continuous nature" 2.8332133440562162
"object properties" 2.8332133440562162
"mentioned authors" 2.8332133440562162
"mention convexity" 2.8332133440562162
"several functions" 2.8332133440562162
"terms of coverage" 2.8332133440562162
"argument in favor" 2.8332133440562162
"static properties" 2.8332133440562162
"parallel programs" 2.8332133440562162
"6 temporal region" 2.8332133440562162
"fact that actions" 2.8332133440562162
"next step towards" 2.8332133440562162
"freeze quantifier" 2.8332133440562162
"time t a clock ci" 2.8332133440562162
"strong likelihood" 2.8332133440562162
"negative infinity" 2.8332133440562162
"realvalued clocks" 2.8332133440562162
"pairwise disjoint" 2.8332133440562162
" discretetimeline" 2.8332133440562162
"specific duration" 2.8332133440562162
"csparql  barbieri" 2.8332133440562162
"owl specification" 2.8332133440562162
"multiple versions" 2.8332133440562162
"custom sparqllike" 2.8332133440562162
"custom store hfc " 2.8332133440562162
"formal ontologies" 2.8332133440562162
"reasoning support" 2.8332133440562162
"basic relations r" 2.8332133440562162
"foundational part" 2.8332133440562162
"form of reasoning" 2.8332133440562162
"timepoint concept" 2.8332133440562162
"datatype property" 2.8332133440562162
"cognitive science" 2.8332133440562162
"unbounded towards" 2.8332133440562162
"chronicles branch" 2.8332133440562162
"fuzziness of time" 2.8332133440562162
"beginning of time" 2.8332133440562162
"certain instances" 2.8332133440562162
"linear constrains" 2.8332133440562162
"general framework" 2.8332133440562162
"underlying domain" 2.8332133440562162
"better saturation" 2.8332133440562162
"sort of relations" 2.8332133440562162
"such restrictions" 2.8332133440562162
"applications conf" 2.8332133440562162
"r  s  t ermolayev" 2.8332133440562162
"reusable ontology" 2.8332133440562162
"sort of fuzziness" 2.8332133440562162
"lunch time period" 2.8332133440562162
"dense time models" 2.8332133440562162
"nonnegative reals" 2.8332133440562162
"nonstandard store" 2.8332133440562162
"dense number sets" 2.8332133440562162
"tractable subsets" 2.8332133440562162
"elaborated models" 2.8332133440562162
"topical statement" 2.8332133440562162
"concise fragments" 2.8332133440562162
"concepts into owl" 2.8332133440562162
"structure of time" 2.8332133440562162
turn 2.7725887222397811
towl 2.7725887222397811
tdls 2.7725887222397811
open 2.7725887222397811
lncs 2.7725887222397811
snap 2.7725887222397811
ical 2.7725887222397811
west 2.7725887222397811
prot 2.7725887222397811
chan 2.7725887222397811
chen 2.7725887222397811
shaw 2.7725887222397811
ends 2.7725887222397811
comm 2.7725887222397811
"sets of concepts" 2.7725887222397811
"owl class axioms" 2.7725887222397811
"bfo regards time" 2.7725887222397811
"potential agenda" 2.7725887222397811
"papers from aaai" 2.7725887222397811
"similar prefixes" 2.7725887222397811
"relation by alur" 2.7725887222397811
"simple relations" 2.7725887222397811
"psitime ontology" 2.7725887222397811
"seven approaches" 2.7725887222397811
"research efforts" 2.7725887222397811
"concepts in time" 2.7725887222397811
"regular programs" 2.7725887222397811
"computer program" 2.7725887222397811
"position in time" 2.7725887222397811
"semantics of owl" 2.7725887222397811
"particular level" 2.7725887222397811
"possible futures" 2.7725887222397811
"concepts of time" 2.7725887222397811
"similar approach" 2.7725887222397811
scholargooglecom 2.7725887222397811
"segments of time" 2.7725887222397811
"repeating events" 2.7725887222397811
"timerelated part" 2.7725887222397811
"primitive entity" 2.7725887222397811
"serql  broekstra" 2.7725887222397811
"other properties" 2.7725887222397811
"transaction time" 2.7725887222397811
"process modeling" 2.7725887222397811
physicalquantity 2.7725887222397811
"repeating states" 2.7725887222397811
"absolutist views" 2.7725887222397811
"collection slice" 2.7725887222397811
"reasoning engine" 2.7725887222397811
"computer systems" 2.7725887222397811
"acm transactions" 2.7725887222397811
acknowledgements 2.7725887222397811
"semantic systems" 2.7725887222397811
"calendar pattern" 2.7725887222397811
"circular fashion" 2.7725887222397811
"rdf data streams" 2.7725887222397811
"physical reality" 2.7725887222397811
"total quantities" 2.7725887222397811
"rational numbers" 2.7725887222397811
"other episode e2" 2.7725887222397811
"ontology library" 2.7725887222397811
beginninginstant 2.7725887222397811
"additional level" 2.7725887222397811
"related concepts" 2.7725887222397811
"linear intervals" 2.7725887222397811
"4 fuzzy duration" 2.7725887222397811
wwww3org2006time 2.7725887222397811
"3way consistency" 2.7725887222397811
"important aspect" 2.7725887222397811
"lot of attention" 2.7725887222397811
"further analysis" 2.7725887222397811
"exponential time" 2.7725887222397811
"amia annual symp" 2.7725887222397811
"linear time line" 2.7725887222397811
"applied research" 2.7725887222397811
"library ontology" 2.7725887222397811
"logical formulae" 2.7725887222397811
"5 for timepoints" 2.7725887222397811
"frame references" 2.7725887222397811
"extension of owl" 2.7725887222397811
unittimeinterval 2.7725887222397811
"implicit opinion" 2.7725887222397811
"more time points" 2.7725887222397811
"cyclic character" 2.7725887222397811
"data engineering" 2.7725887222397811
"dynamic entities" 2.7725887222397811
"metric reference" 2.7725887222397811
"ict in education" 2.7725887222397811
"fourth dimension" 2.7725887222397811
"aspect of motion" 2.7725887222397811
"measures of time" 2.7725887222397811
"archaic thoughts" 2.7725887222397811
"gfotime  baumann" 2.7725887222397811
"intangible thing" 2.7725887222397811
"ontology fitness" 2.7725887222397811
"instant concepts" 2.7725887222397811
"instance of time" 2.7725887222397811
"temporal queries" 2.7725887222397811
"temporal quality" 2.7725887222397811
"infinite numbers" 2.7725887222397811
"inference system" 2.7725887222397811
"integrating time" 2.7725887222397811
"formal treatment" 2.7725887222397811
durationlessthan 2.7725887222397811
"time measurement" 2.7725887222397811
"different scales" 2.7725887222397811
"digital circuits" 2.7725887222397811
"digital timeline" 2.7725887222397811
"various attempts" 2.7725887222397811
"disjoint classes" 2.7725887222397811
"temporal extents" 2.7725887222397811
"interval algebra" 2.7725887222397811
"formal structure" 2.7725887222397811
"specific domains" 2.7725887222397811
"next lower level" 2.7725887222397811
"first experiment" 2.7725887222397811
"time structuring" 2.7725887222397811
"only assumptions" 2.7725887222397811
"earlier approach" 2.7725887222397811
"fitting provider" 2.7725887222397811
"feature coverage" 2.7725887222397811
"natural sciences" 2.7725887222397811
"sotiris batsakis" 2.7725887222397811
"control location" 2.7725887222397811
"available online" 2.7725887222397811
"fluents approach" 2.7725887222397811
"theories of time" 2.7725887222397811
"floydhoare logic" 2.7725887222397811
"core assumptions" 2.7725887222397811
"current interval" 2.7725887222397811
"atomistic school" 2.7725887222397811
"sparql  tappolet" 2.7725887222397811
"subject experts" 2.7080502011022101
"temporal wholes" 2.7080502011022101
"grant agreement" 2.7080502011022101
"basic primitive" 2.7080502011022101
"clarendon press" 2.7080502011022101
" in conjunction" 2.7080502011022101
"span ontologies" 2.7080502011022101
"14 xsd datetime" 2.7080502011022101
"different speed" 2.7080502011022101
overlappingwith 2.7080502011022101
"query languages" 2.7080502011022101
"current instant" 2.7080502011022101
"different views" 2.7080502011022101
"tsparql  grandi" 2.7080502011022101
"natalya keberle" 2.7080502011022101
"class validtime" 2.7080502011022101
epistemological 2.7080502011022101
specializations 2.7080502011022101
"time difference" 2.7080502011022101
"unique location" 2.7080502011022101
"timeslice class" 2.7080502011022101
representatives 2.7080502011022101
"group operation" 2.7080502011022101
"basic functions" 2.7080502011022101
"quantity values" 2.7080502011022101
"segment of time" 2.7080502011022101
"space dimension" 2.7080502011022101
"other solutions" 2.7080502011022101
"time anisotropy" 2.7080502011022101
"formal theories" 2.7080502011022101
recommendations 2.7080502011022101
"following forms" 2.7080502011022101
"vadim ermolayev" 2.7080502011022101
"fluent approach" 2.7080502011022101
"balanced choice" 2.7080502011022101
"central concept" 2.7080502011022101
"open cyc public" 2.7080502011022101
"theory by prior" 2.7080502011022101
"such algorithms" 2.7080502011022101
"simple calendar" 2.7080502011022101
"nontemporal dls" 2.7080502011022101
"likely modifier" 2.7080502011022101
"physical time t" 2.7080502011022101
"time collection" 2.7080502011022101
"fuzzy intervals" 2.7080502011022101
"different forms" 2.7080502011022101
"other positions" 2.7080502011022101
"fuzzy extension" 2.7080502011022101
"approach  klein" 2.7080502011022101
"rep stancs83970" 2.7080502011022101
"number of terms" 2.7080502011022101
"chronsets pinto" 2.7080502011022101
"physical clocks" 2.7080502011022101
"core ontologies" 2.7080502011022101
"case complexity" 2.7080502011022101
"case of inverse" 2.7080502011022101
"termine service" 2.7080502011022101
"relevant papers" 2.7080502011022101
"time of writing" 2.7080502011022101
"closed interval" 2.7080502011022101
"last time point" 2.7080502011022101
"proton  terziev" 2.7080502011022101
"runtime systems" 2.7080502011022101
"calendar schema" 2.7080502011022101
absencepresence 2.7080502011022101
consecutivewith 2.7080502011022101
"presentist view" 2.7080502011022101
"mentioned years" 2.7080502011022101
"basic structure" 2.7080502011022101
"particular type" 2.7080502011022101
"domains of time" 2.7080502011022101
"separate aspect" 2.7080502011022101
"time properties" 2.7080502011022101
durationequalto 2.7080502011022101
"right endpoints" 2.7080502011022101
"aspects of time" 2.7080502011022101
"historical data" 2.7080502011022101
" time community" 2.7080502011022101
"input histories" 2.7080502011022101
"interval phases" 2.7080502011022101
"time in physics" 2.7080502011022101
"arc consistency" 2.7080502011022101
"branching model" 2.7080502011022101
"starting points" 2.7080502011022101
startingpointfn 2.7080502011022101
"sampled version" 2.7080502011022101
"instances years" 2.7080502011022101
"video in speech" 2.7080502011022101
"decimal numbers" 2.7080502011022101
"various degrees" 2.7080502011022101
"important issue" 2.7080502011022101
"dynamic objects" 2.7080502011022101
"structured form" 2.7080502011022101
"discrete models" 2.7080502011022101
"multiword terms" 2.7080502011022101
"custom solution" 2.7080502011022101
" straccia et al" 2.7080502011022101
"timed automaton" 2.7080502011022101
"synthetic model" 2.7080502011022101
"morgan kaufmann" 2.7080502011022101
"basic relations" 2.7080502011022101
"prolog reasoner" 2.7080502011022101
"square brackets" 2.7080502011022101
"own time domain" 2.7080502011022101
"towl  frasincar" 2.7080502011022101
pathconsistency 2.7080502011022101
"element of time" 2.7080502011022101
"towl  frasinkar" 2.7080502011022101
syntax 2.6876392038420827
"small duration" 2.6390573296152584
"nphard problem" 2.6390573296152584
"notion of blur" 2.6390573296152584
"sioc in action" 2.6390573296152584
"ontoelect rule" 2.6390573296152584
"axiomatic time" 2.6390573296152584
"basic entities" 2.6390573296152584
"objective flow" 2.6390573296152584
"obvious manner" 2.6390573296152584
"slice termhood" 2.6390573296152584
"open intervals" 2.6390573296152584
"convenient way" 2.6390573296152584
correspondence 2.6390573296152584
contradictions 2.6390573296152584
"state anything" 2.6390573296152584
"list of papers" 2.6390573296152584
"cyc time model" 2.6390573296152584
"particular use" 2.6390573296152584
"specified time" 2.6390573296152584
"modelling time" 2.6390573296152584
"database entry" 2.6390573296152584
"metric aspects" 2.6390573296152584
"time positions" 2.6390573296152584
"5thannual symp" 2.6390573296152584
"basic theories" 2.6390573296152584
"time points ta" 2.6390573296152584
"datetime range" 2.6390573296152584
"starting point" 2.6390573296152584
"medicine  stan" 2.6390573296152584
mathematicians 2.6390573296152584
"papers of impn" 2.6390573296152584
"maximal extent" 2.6390573296152584
"specific value" 2.6390573296152584
"owltime  hobbs" 2.6390573296152584
"specific types" 2.6390573296152584
"sparql  harris" 2.6390573296152584
"basic property" 2.6390573296152584
"several layers" 2.6390573296152584
"concise manner" 2.6390573296152584
"several facets" 2.6390573296152584
"constraint ltl" 2.6390573296152584
"crisp interval" 2.6390573296152584
"other theories" 2.6390573296152584
specialization 2.6390573296152584
"specific class" 2.6390573296152584
"logics of time" 2.6390573296152584
"specific dates" 2.6390573296152584
patelschneider 2.6390573296152584
"owl ontologies" 2.6390573296152584
"current moment" 2.6390573296152584
multiplication 2.6390573296152584
"structure time" 2.6390573296152584
"points in time" 2.6390573296152584
"weekend period" 2.6390573296152584
"retained terms" 2.6390573296152584
"earlier papers" 2.6390573296152584
"earlier slices" 2.6390573296152584
" sowl ontology" 2.6390573296152584
"end of section" 2.6390573296152584
"temporal model" 2.6390573296152584
"protege editor" 2.6390573296152584
"protege plugin" 2.6390573296152584
"research issue" 2.6390573296152584
"temporal parts" 2.6390573296152584
implementation 2.6390573296152584
"proper density" 2.6390573296152584
"important part" 2.6390573296152584
calendarsunday 2.6390573296152584
"w3c compliance" 2.6390573296152584
interpretation 2.6390573296152584
"intense debate" 2.6390573296152584
"branching time" 2.6390573296152584
"building block" 2.6390573296152584
"same date line" 2.6390573296152584
"same beginning" 2.6390573296152584
"infinite trees" 2.6390573296152584
"round brackets" 2.6390573296152584
"infinite cycle" 2.6390573296152584
"robot planning" 2.6390573296152584
"calendar model" 2.6390573296152584
"psiulo assumes" 2.6390573296152584
"expert systems" 2.6390573296152584
"chronos plugin" 2.6390573296152584
temporalthings 2.6390573296152584
"recent results" 2.6390573296152584
reconstruction 2.6390573296152584
"fluents in owl" 2.6390573296152584
"region of time" 2.6390573296152584
"finishing at e" 2.6390573296152584
"fourteen terms" 2.6390573296152584
"time dimension" 2.6390573296152584
quantification 2.6390573296152584
"quarter period" 2.6390573296152584
"temporal thing" 2.6390573296152584
"class duration" 2.6390573296152584
"general theory" 2.6390573296152584
"general tboxes" 2.6390573296152584
"basic elements" 2.6390573296152584
"different uses" 2.6390573296152584
"largest number" 2.6390573296152584
"annotated rdfs" 2.6390573296152584
"different sets" 2.6390573296152584
"points of time" 2.6390573296152584
"knowledge base" 2.6390573296152584
"point algebras" 2.6390573296152584
"digital signal" 2.6390573296152584
"complete table" 2.6390573296152584
syncronization 2.6390573296152584
"last few years" 2.6390573296152584
"points induces" 2.6390573296152584
"anisotropic ie" 2.6390573296152584
"time instances" 2.6390573296152584
"block universe" 2.6390573296152584
"10th intl symp" 2.6390573296152584
case 2.5745466706512254
"validity time" 2.5649493574615367
"discrete part" 2.5649493574615367
"big time line" 2.5649493574615367
"j of computer" 2.5649493574615367
"discrete time" 2.5649493574615367
stateoftheart 2.5649493574615367
"major concern" 2.5649493574615367
"values of thd" 2.5649493574615367
subintervalof 2.5649493574615367
"survey papers" 2.5649493574615367
"analog signal" 2.5649493574615367
magnification 2.5649493574615367
" time aspects" 2.5649493574615367
"time infinity" 2.5649493574615367
manufacturing 2.5649493574615367
"time line see" 2.5649493574615367
"bounding time" 2.5649493574615367
"time theories" 2.5649493574615367
"studia logica" 2.5649493574615367
"abstract axis" 2.5649493574615367
"digital music" 2.5649493574615367
"12 locationof" 2.5649493574615367
"table3the use" 2.5649493574615367
"distinct name" 2.5649493574615367
"sumo temporal" 2.5649493574615367
subproperties 2.5649493574615367
"cyclic nature" 2.5649493574615367
"such products" 2.5649493574615367
"herbrand time" 2.5649493574615367
"narrower view" 2.5649493574615367
"timeml  hobbs" 2.5649493574615367
"time approach" 2.5649493574615367
"owl reasoners" 2.5649493574615367
"top of sparql" 2.5649493574615367
"owl reasoning" 2.5649493574615367
"owl semantics" 2.5649493574615367
"time domain t" 2.5649493574615367
currentmoment 2.5649493574615367
"musing system" 2.5649493574615367
"owl standards" 2.5649493574615367
contributions 2.5649493574615367
endinginstant 2.5649493574615367
"specific sets" 2.5649493574615367
"sowl ontology" 2.5649493574615367
timediunimiit 2.5649493574615367
"opposite ends" 2.5649493574615367
"integral part" 2.5649493574615367
wwwnactemacuk 2.5649493574615367
"circular view" 2.5649493574615367
"automata lang" 2.5649493574615367
"time segments" 2.5649493574615367
"class company" 2.5649493574615367
"example atint" 2.5649493574615367
"circular time" 2.5649493574615367
abbreviations 2.5649493574615367
"special axiom" 2.5649493574615367
"everyday life" 2.5649493574615367
"new owl class" 2.5649493574615367
"special issue" 2.5649493574615367
"new framework" 2.5649493574615367
"new assertion" 2.5649493574615367
"further demri" 2.5649493574615367
"quality space" 2.5649493574615367
"other columns" 2.5649493574615367
"work by prior" 2.5649493574615367
"class of sets" 2.5649493574615367
"owl encodings" 2.5649493574615367
"only elements" 2.5649493574615367
"left endpoint" 2.5649493574615367
"base ontology" 2.5649493574615367
"causal chains" 2.5649493574615367
"infinite sets" 2.5649493574615367
communication 2.5649493574615367
"firmer ground" 2.5649493574615367
"datetime type" 2.5649493574615367
"column stores" 2.5649493574615367
"temporal csps" 2.5649493574615367
"same interval" 2.5649493574615367
"measured time" 2.5649493574615367
"paper impacts" 2.5649493574615367
transmutation 2.5649493574615367
" allens meets" 2.5649493574615367
"dolce  masolo" 2.5649493574615367
commutativity 2.5649493574615367
indeterminism 2.5649493574615367
"time position" 2.5649493574615367
"improved form" 2.5649493574615367
"stable period" 2.5649493574615367
"web semantics" 2.5649493574615367
indeterminacy 2.5649493574615367
"modeling time" 2.5649493574615367
calendarmonth 2.5649493574615367
"slider window" 2.5649493574615367
"time features" 2.5649493574615367
inconsistency 2.5649493574615367
zakharyaschev 2.5649493574615367
calendarday31 2.5649493574615367
consideration 2.5649493574615367
introduction 2.4849066497880004
propositions 2.4849066497880004
"end points t" 2.4849066497880004
"integer part" 2.4849066497880004
"lowest score" 2.4849066497880004
"model versus" 2.4849066497880004
calendardate 2.4849066497880004
"unbounded ie" 2.4849066497880004
condensation 2.4849066497880004
calendarday1 2.4849066497880004
milliseconds 2.4849066497880004
"tabular form" 2.4849066497880004
"static views" 2.4849066497880004
pointtopoint 2.4849066497880004
"intervals i1" 2.4849066497880004
partitioning 2.4849066497880004
"easy problem" 2.4849066497880004
"tedious task" 2.4849066497880004
"more details" 2.4849066497880004
"ta equals tb" 2.4849066497880004
intersection 2.4849066497880004
"monodic fotl" 2.4849066497880004
"common units" 2.4849066497880004
"dynamic time" 2.4849066497880004
"root concept" 2.4849066497880004
"time regions" 2.4849066497880004
"standard rdf" 2.4849066497880004
"lower bounds" 2.4849066497880004
"baader et al" 2.4849066497880004
observations 2.4849066497880004
"allen offers" 2.4849066497880004
"correct rate" 2.4849066497880004
subrahmanian 2.4849066497880004
"basic entity" 2.4849066497880004
"akt ontology" 2.4849066497880004
"exist points" 2.4849066497880004
"awkward task" 2.4849066497880004
"average case" 2.4849066497880004
"tense logics" 2.4849066497880004
temporalunit 2.4849066497880004
"other things" 2.4849066497880004
"singular iff" 2.4849066497880004
"basic aspect" 2.4849066497880004
"finite limit" 2.4849066497880004
"later papers" 2.4849066497880004
"first column" 2.4849066497880004
"similar work" 2.4849066497880004
lichtenstein 2.4849066497880004
validinstant 2.4849066497880004
"r m chisholm" 2.4849066497880004
"central role" 2.4849066497880004
"focal issues" 2.4849066497880004
zakharyashev 2.4849066497880004
"second slice" 2.4849066497880004
"recent model" 2.4849066497880004
"formal logic" 2.4849066497880004
"relations rt" 2.4849066497880004
"similar tool" 2.4849066497880004
timeinstance 2.4849066497880004
kconsistency 2.4849066497880004
"research cyc" 2.4849066497880004
publications 2.4849066497880004
"class person" 2.4849066497880004
"henzinger ta" 2.4849066497880004
hasbeginning 2.4849066497880004
"local clocks" 2.4849066497880004
"dense models" 2.4849066497880004
"adjacent iff" 2.4849066497880004
" reichenbach" 2.4849066497880004
"complete way" 2.4849066497880004
civilization 2.4849066497880004
authenticity 2.4849066497880004
disjointwith 2.4849066497880004
nconsistency 2.4849066497880004
"irish saying" 2.4849066497880004
timeentities 2.4849066497880004
"various ways" 2.4849066497880004
"global clock" 2.4849066497880004
"logical time" 2.4849066497880004
graph 2.4141568686511503
welty 2.4141568686511503
"key premise" 2.3978952727983707
"other types" 2.3978952727983707
"global time" 2.3978952727983707
swrlsupport 2.3978952727983707
"exact times" 2.3978952727983707
"t mcdermott" 2.3978952727983707
anisotropic 2.3978952727983707
"data mining" 2.3978952727983707
" schellhorn" 2.3978952727983707
"fuzzy model" 2.3978952727983707
"von s krner" 2.3978952727983707
"model strdf" 2.3978952727983707
"high impact" 2.3978952727983707
punctuality 2.3978952727983707
"owl editing" 2.3978952727983707
elaboration 2.3978952727983707
restriction 2.3978952727983707
timewarping 2.3978952727983707
"time theory" 2.3978952727983707
"ieee effort" 2.3978952727983707
"fuzzy match" 2.3978952727983707
"exact dates" 2.3978952727983707
"question ie" 2.3978952727983707
"owl differs" 2.3978952727983707
subinterval 2.3978952727983707
implication 2.3978952727983707
definitions 2.3978952727983707
overlapping 2.3978952727983707
"new objects" 2.3978952727983707
"week period" 2.3978952727983707
"ai magazine" 2.3978952727983707
"bfo  masolo" 2.3978952727983707
"rule system" 2.3978952727983707
consecutive 2.3978952727983707
"truth value" 2.3978952727983707
"binary ones" 2.3978952727983707
"timely yago" 2.3978952727983707
"first slice" 2.3978952727983707
concentrate 2.3978952727983707
"convex sets" 2.3978952727983707
"allens work" 2.3978952727983707
"c typically" 2.3978952727983707
"only author" 2.3978952727983707
"time in psi" 2.3978952727983707
communities 2.3978952727983707
informatics 2.3978952727983707
"fuzzy logic" 2.3978952727983707
"text mining" 2.3978952727983707
"year period" 2.3978952727983707
inspiration 2.3978952727983707
familiarity 2.3978952727983707
"only theory" 2.3978952727983707
"future work" 2.3978952727983707
"term scores" 2.3978952727983707
rarefaction 2.3978952727983707
conjunction 2.3978952727983707
development 2.3978952727983707
"number line" 2.3978952727983707
sufficiency 2.3978952727983707
"time values" 2.3978952727983707
explanation 2.3978952727983707
"time stamps" 2.3978952727983707
calendarday 2.3978952727983707
"extra rules" 2.3978952727983707
"formal way" 2.3025850929940459
finishedby 2.3025850929940459
"fuzzy sets" 2.3025850929940459
"whole time" 2.3025850929940459
foundation 2.3025850929940459
"same query" 2.3025850929940459
happenings 2.3025850929940459
similarity 2.3025850929940459
situations 2.3025850929940459
"parts of y" 2.3025850929940459
physicists 2.3025850929940459
"parts of x" 2.3025850929940459
"sowl dates" 2.3025850929940459
"sowl model" 2.3025850929940459
"only point" 2.3025850929940459
occurrents 2.3025850929940459
occurrence 2.3025850929940459
"owl syntax" 2.3025850929940459
sentiments 2.3025850929940459
"same value" 2.3025850929940459
revolution 2.3025850929940459
relational 2.3025850929940459
"relation r" 2.3025850929940459
reflection 2.3025850929940459
references 2.3025850929940459
"r p hardie" 2.3025850929940459
quadstores 2.3025850929940459
"psi theory" 2.3025850929940459
